Title;Primary hostaddress;Host in cluster;Running on host / cluster;CMDB status;Operating system
RZV-BEUAPT-01.beu.local;10.70.10.1;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008 R2
RZV-BEUARC-01.beu.local;10.70.2.135;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008
rzv-beubal-01.beu.local;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.7
RZV-BEUCON-01.beu.local;10.70.2.134;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008
RZV-BEUEGN-01;;RZ1-ESX-41;CL_BEU;in operation;Red Hat Enterprise Linux 5
RZV-BEUESP-01.beu.local;10.70.2.122;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2019
RZV-BEUFIL-01.beu.local;10.70.2.1;rz2-esx-51.bev.int;CL_BEU;in operation;Windows Server 2003 Standard
rzv-beugms-01;10.70.2.36;rz2-esx-51.bev.int;CL_BEU;in operation;CentOS 5.5
RZV-BEULTS-01.beu.local;10.70.10.23;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2016
rzv-beuorc-01.beu.local;;RZ1-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZV-BEUPVS-01;;rz2-esx-51.bev.int;CL_BEU;in operation;Red Hat Enterprise Server 5.3
RZV-BEUTCP-01;10.70.2.130;RZ1-ESX-41;CL_BEU;in operation;Windows
RZV-BEUTES-01;10.70.155.51;RZ1-ESX-41;CL_BEU;in operation;CentOS
RZV-BEUTES-02;10.70.155.52;RZ1-ESX-51.bev.int;CL_BEU;in operation;CentOS Linux 7.6.1810
RZV-BEUTEST-01;10.70.2.101;rz2-esx-51.bev.int;CL_BEU;in operation;Windows Server 2019
RZV-BEUTRD-01;10.70.2.39;RZ1-ESX-41;CL_BEU;in operation;CentOS Linux release 7.4.1708
RZV-BEUVCB-01.bev.int;10.2.8.151;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-BEUVVC-01.bev.int;10.2.9.102;RZ1-ESX-50;CL_PU;in operation;VMware Photon OS
RZV-BEUVXP-01.beu.local;;;;in operation;Windows XP
rzv-beuvxp-21.user.bev.int;;RZ1-ESX-41;CL_BEU;in operation;Windows XP
RZV-BEUVXP-XX;;RZ1-ESX-33;CL_PU;in operation;Windows XP
RZV-BEUWIN-01.beu.local;10.70.10.2;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows Server 2019
RZV-BEUWIN-02.beu.local;10.70.10.102;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows Server 2019
RZV-BEUZWR-01;10.70.2.42;RZ1-ESX-41;CL_BEU;in operation;CentOS Linux 7.9.2009
RZV-BHV-01;10.1.34.40;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BHV-02;10.1.34.140;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
rzv-bpm-03.bev.int;10.1.51.31;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.3
rzv-bsqlpu-01.bev.int;10.1.64.66;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019 Datacenter
rzv-bsqltu-01.btu.local;10.75.2.95;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-BTUAPT-01.btu.local;10.75.10.1;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUAPT-02;10.75.10.101;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux release 7.9.2009
RZV-BTUAPT-03.btu.local;10.75.10.3;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
rzv-btubal-01.btu.local;10.75.1.51;RZ1-ESX-46;CL_DB;in operation;Oracle Linux Server 8.4
RZV-BTUEKP-01;10.75.2.48;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUEKP-02;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUEKS-01;;RZ1-ESX-36;CL_DMZ;in operation;CentOS 6.10
RZV-BTUELA-01;10.75.1.42;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.5
RZV-BTUESD-01;10.75.2.47;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.4.1708
RZV-BTUFIL-01.btu.local;10.75.2.10;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
rzv-btugms-01;10.75.2.36;RZ2-ESX-37;CL_DMZ;in operation;CentOS 5.5
RZV-BTUGWS-01;10.6.6.11;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUJIR-01;10.75.2.112;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTULDP-01;10.75.1.31;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZV-BTULDP-02;10.75.1.32;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZV-BTULFR-01;10.75.2.35;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTULTS-01.btu.local;10.75.10.23;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUMPR-01;10.75.2.49;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUMPR-02;10.75.2.50;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUMPR-03;10.75.2.52;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUMPR-04;10.75.2.53;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUNAV-01.bev.int;10.122.73.40;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUNCLOUD-01;10.75.2.51;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
rzv-btuorc-01.btu.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZV-BTUPGR-01;10.75.1.43;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-BTUPTL-01;10.75.2.11;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZV-BTUPVS-01;;RZ1-ESX-36;CL_DMZ;in operation;Red Hat Enterprise Server 5.3
RZV-BTUSIS-01.btu.local;10.75.2.24;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
RZV-BTUSMQ-01;10.75.2.91;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSMQ-02;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSMQ-03;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSMQ-04;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSPI-01.btu.local;10.75.2.31;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZV-BTUSPIDB-01.btu.local;10.75.2.32;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUSQL-01.btu.local;10.75.2.40;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUSQL-02.btu.local;10.75.2.44;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008
RZV-BTUTRA-01;10.75.1.41;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUWFS-01;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.6
RZV-BTUWIN-01;10.75.10.2;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUWIN-01.btu.local;10.75.10.2;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
RZV-BTUWIN-02;10.75.10.102;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-BTUWIN-03;10.75.10.4;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-01;10.6.3.61;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-01B;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-01N;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2016
RZV-BTUXIG-02;10.6.3.62;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUXIG-02N;;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2016
RZV-BTUZDA-01.btu.local;10.75.2.42;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-BTUZDA-02;10.75.2.43;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUZWR-01;10.6.6.51;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-BTUZWR-02;10.6.6.52;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-BTUZWR-03;10.6.6.53;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-C2C-21;;RZ1-ESX-28;CL-CTX;in operation;Windows Server 2008 R2
RZV-C2C-21.bev.int;10.2.7.21;;;in operation;Windows Server 2008 R2 Standard
RZV-C2C-23;;rz1-esx-25.bev.int;CL-CTX;in operation;Windows Server 2008 R2
RZV-C2C-23.bev.int;10.2.7.23;;;in operation;Windows Server 2008 R2 Standard
RZV-CIT-11.bev.int;10.2.7.122;;;in operation;Windows Server 2019 Datacenter
RZV-COL-01.bev.int;10.2.3.32;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2008 R2 Standard
rzv-com-01.bev.int;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.7
rzv-com-02.bev.int;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.7
rzv-com-03.bev.int;10.1.64.20;RZ2-ESX-47;CL_DB;in operation;CentOS release 5.10
rzv-com-04.bev.int;10.1.64.120;RZ2-ESX-47;CL_DB;in operation;CentOS release 5.10
RZV-CTS-01.bev.int;10.2.7.25;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-02.bev.int;10.2.7.26;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-03.bev.int;10.2.7.27;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-04.bev.int;10.2.7.28;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-05.bev.int;10.2.7.29;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-06.bev.int;10.2.7.30;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-07.bev.int;10.2.7.31;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-08.bev.int;10.2.7.32;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-09.bev.int;10.2.7.33;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-10.bev.int;10.2.7.34;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-11.bev.int;10.2.7.35;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-12.bev.int;10.2.7.36;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-13.bev.int;10.2.7.37;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-14.bev.int;10.2.7.38;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-15.bev.int;10.2.7.39;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-16.bev.int;10.2.7.40;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-17.bev.int;10.2.7.41;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-18.bev.int;10.2.7.42;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-19.bev.int;10.2.7.43;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-20.bev.int;10.2.7.44;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-21.bev.int;10.2.7.45;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-22.bev.int;10.2.7.46;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-23.bev.int;10.2.7.47;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-24.bev.int;10.2.7.48;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-25.bev.int;10.2.7.49;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-26.bev.int;10.2.7.50;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-27.bev.int;10.2.7.51;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-28.bev.int;10.2.7.52;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-29.bev.int;10.2.7.53;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-30.bev.int;10.2.7.54;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-31.bev.int;10.2.7.55;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-32.bev.int;10.2.7.56;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-33.bev.int;10.2.7.57;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-34.bev.int;10.2.7.58;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-35.bev.int;10.2.7.59;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-36.bev.int;10.2.7.60;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-37.bev.int;10.2.7.61;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-38.bev.int;10.2.7.62;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-39.bev.int;10.2.7.63;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-40.bev.int;10.2.7.64;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-41.bev.int;10.2.7.65;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-42.bev.int;10.2.7.66;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-43.bev.int;10.2.7.67;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-44.bev.int;10.2.7.68;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-45.bev.int;10.2.7.69;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-46.bev.int;10.2.7.70;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-47.bev.int;10.2.7.71;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-48.bev.int;10.2.7.72;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-T1.bev.int;10.2.7.131;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-T2.bev.int;10.2.7.132;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-T3.bev.int;10.2.7.133;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-T4.bev.int;10.2.7.134;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-T5.bev.int;10.2.7.135;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-V1.bev.int;10.2.7.141;;;in operation;Windows Server 2019 Datacenter
rzv-dba-01.bev.int;10.2.8.104;;;in operation;Red Hat Enterprise Server 5.10
RZV-DDC-11.bev.int;10.2.7.111;;;in operation;Windows Server 2019 Datacenter
RZV-DDC-12.bev.int;10.2.7.112;;;in operation;Windows Server 2019 Datacenter
RZV-DDC-XX.bev.int;10.2.7.119;rz2-esx-24.bev.int;CL-CTX;in operation;Windows Server 2019
RZV-DUAL-01;;RZ1-ESX-32;CL_PU;in operation;Windows Server 2008 R2
RZV-E19-01.bev.int;10.2.2.20;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-E19-02.bev.int;10.2.2.21;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-EGALTS-01.ega.local;10.1.33.23;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
rzv-egavvc-01.bev.int;10.2.9.103;rz2-esx-32.bev.int;CL_PU;in operation;VMware Photon OS
RZV-EGN-01.bev.int;10.2.9.105;RZ1-ESX-50;CL_PU;in operation;Windows Server 2003 Standard
RZV-EKP-01;10.1.40.71;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-EKP-02;10.1.40.72;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-ELA-01;10.1.25.11;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-ESD-01;10.1.11.22;RZ1-ESX-39;CL_WEB;in operation;CentOS 6
RZV-ESD-02;10.1.11.122;RZ1-ESX-39;CL_WEB;in operation;CentOS 6
RZV-ETUADR-01;;;;in operation;CentOS Linux 7.9.2009
RZV-ETUADR-02;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
RZV-ETUADR-03;10.6.8.93;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
RZV-ETUESP-01;;;;in operation;CentOS Linux 7.6.1810
RZV-ETUFIL-01;;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008
RZV-ETUFIL-01.egatest.local;10.6.7.20;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-ETUFIL-02.egatest.local;10.6.7.22;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-ETUGEOWC-01;;;;in operation;CentOS Linux 7.9.2009
RZV-ETUGES-01;10.6.8.61;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
RZV-ETUGSDB-01;10.6.7.51;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-ETUGSMS-01;10.6.7.53;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-ETUGSMS-02;10.6.7.54;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-ETUGSNFS-01;10.6.7.50;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-ETUGSPPS-01;10.6.7.52;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-ETUIMD-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
RZV-ETUIMP-01.egatest.local;10.6.7.134;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-ETUIMP-02.egatest.local;10.6.7.55;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-ETULTS-01.egatest.local;10.6.7.23;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rzv-etuorc-01.egatest.local;10.6.7.30;RZ2-ESX-47;CL_DB;in operation;Windows Server 2003 Standard
rzv-etusdb-01.egatest.local;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 7.4
rzv-etusde-01.egatest.local;;RZ2-ESX-47;CL_DB;in operation;Red Hat Enterprise Server 5.6
rzv-etuuba-01.egatest.local;;RZ2-ESX-46;CL_DB;in operation;Oracle Linux Server 7.6
rzv-etuwbc-01.egatest.local;10.6.7.36;RZ2-ESX-37;CL_DMZ;in operation;Windows
rzv-etuwbc-01n.egatest.local;10.6.7.136;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZV-ETUWCD-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.5.1804
RZV-ETUWSA-01;10.6.8.22;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
RZV-ETUZLH-01;10.6.8.51;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
rzv-ev-01.bev.int;10.2.2.221;;;in operation;Windows Server 2019 Datacenter
RZV-EXTHOP-01;10.1.38.31;RZ1-ESX-39;CL_WEB;in operation;Windows Server 2019
RZV-FPM-01.bev.int;10.2.6.31;RZ1-ESX-32;CL_PU;in operation;Windows Server 2008 R2 Standard
RZV-FTP-01;10.1.18.11;RZ1-ESX-59;CL_WEB;in operation;CentOS 7
RZV-FTP-02.bev.int;10.2.6.10;;;in operation;Windows Server 2019 Datacenter
RZV-FWDADM-01;10.2.8.71;RZ1-ESX-31;CL_PU;in operation;CentOS Linux 7.4.1708
RZV-GEOWC-01;10.1.32.22;;;in operation;CentOS Linux 7.9.2009
RZV-GEOWC-02;;;;in operation;CentOS Linux 7.9.2009
RZV-GEUBUI-03;10.70.5.35;;;in operation;CentOS
rzv-geuorc-01.beu.local;10.70.5.40;RZ2-ESX-47;CL_DB;in operation;Red Hat Enterprise Server 5.6
RZV-GEUVW7-02.user.bev.int;10.70.155.36;RZ1-ESX-41;CL_BEU;in operation;Windows 7
RZV-GEUVW7-06.user.bev.int;10.70.155.40;;;in operation;Windows 7
RZV-GEUVW7-07.user.bev.int;10.70.155.41;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
RZV-GEUVW7-08;;;;in operation;Windows 7
RZV-GEUXPE-08.user.bev.int;10.70.155.28;;;in operation;Windows XP
RZV-GEUXPE-09.user.bev.int;;RZ1-ESX-41;CL_BEU;in operation;Windows XP
RZV-GEUXPE-10.user.bev.int;10.70.155.30;rz2-esx-51.bev.int;CL_BEU;in operation;Windows XP
RZV-GEUXPE-15;;RZ2-ESX-41;CL_BEU;in operation;Windows XP
RZV-GIPDBREP-01;10.1.29.61;;;in operation;CentOS 4/5
RZV-GNS-01;10.1.6.11;RZ2-ESX-59;CL_WEB;in operation;CentOS 6
RZV-GNS-02;10.1.6.12;;;in operation;CentOS 7
RZV-GNS-03;10.1.6.13;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZV-GNS-04;10.1.6.14;RZ1-ESX-59;CL_WEB;in operation;CentOS 7
RZV-GNS-05;10.1.6.15;;;in operation;CentOS 4/5/6
RZV-GNS-07;10.1.6.17;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZV-GNS-08;192.168.122.1;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZV-GNSADMIN-01;10.1.6.20;RZ2-ESX-59;CL_WEB;in operation;CentOS 7
RZV-GSADM-01.bev.int;10.1.23.20;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2 Standard
RZV-GSDB-01;;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSGWC-01;;;;in operation;CentOS Linux 7.6.1810
RZV-GSMETA-01;;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSMETA-02;10.1.23.32;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSNFS-01;10.1.23.10;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-GSPPS-01;10.1.23.12;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSWMS-01;;RZ2-ESX-59;CL_WEB;in operation;CentOS Linux 7.6.1810
RZV-GSWMS-02;;RZ2-ESX-39;CL_WEB;in operation;CentOS Linux 7.6.1810
RZV-GSWMS-03;;;;in operation;CentOS Linux 7.6.1810
RZV-GSWMS-04;;RZ2-ESX-39;CL_WEB;in operation;CentOS Linux 7.6.1810
RZV-GSWPS-01;;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSWPS-02;;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSWPS-03;172.19.0.1;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GSWPS-04;;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-GTUBHV-01;10.6.6.30;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-GTUBHV-02;10.6.6.130;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
rzv-gtuorc-01.btu.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZV-GTUSTP-01;10.6.3.81;RZ1-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZV-GTUSTP-02;10.6.3.181;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZV-I1T-01.bev.int;10.2.3.92;RZ1-ESX-32;CL_PU;in operation;Windows Server 2008 R2 Standard
RZV-I1T-02.bev.int;10.2.3.93;RZ1-ESX-31;CL_PU;in operation;Windows Server 2008 R2 Standard
RZV-IDOIT-01.bev.int;10.2.5.30;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-IGM-01.bev.int;10.2.9.8;RZ1-ESX-32;CL_PU;in operation;Windows Server 2003 Standard
RZV-IGM-03.bev.int;10.2.9.10;RZ1-ESX-31;CL_PU;in operation;Windows Server 2008 R2 Standard
RZV-IMD-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
RZV-IRS-01.bev.int;10.2.8.121;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-JDISC-01.bev.int;10.1.51.21;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019 Datacenter
RZV-JIR-01;10.2.3.12;rz2-esx-34.bev.int;CL_PU;in operation;CentOS Linux 7.8.2003
rzv-kgb-01.bev.int;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 7.4
rzv-kmo-01.bev.int;;RZ2-ESX-46;CL_DB;in operation;Oracle Linux Server 8.6
RZV-KMORC-01;10.1.64.81;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 9.5
RZV-LDC-01.bev.int;10.2.6.60;RZ2-ESX-35;CL_PU_MAT;in operation;Windows Server 2019 Datacenter
rzv-leuorc-01.beu.local;;RZ1-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZV-LFR-01;10.2.3.14;RZ1-ESX-31;CL_PU;in operation;CentOS Linux 7.8.2003
RZV-LPX-02;;RZ1-ESX-31;CL_PU;in operation;CentOS
RZV-LTS-01.bev.int;10.2.8.21;;;in operation;Windows Server 2019 Datacenter
RZV-LTS-02.bev.int;10.2.8.22;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-LTS-03.bev.int;10.2.8.23;RZ1-ESX-31;CL_PU;in operation;Windows Server 2008 R2 Standard
RZV-LZZ-01.bev.int;10.2.8.11;RZ1-ESX-50;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-LZZ-02.bev.int;10.2.8.12;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-LZZ-04.bev.int;10.2.8.16;RZ1-ESX-32;CL_PU;in operation;Windows Server 2008 R2 Standard
RZV-LZZ-06.bev.int;10.2.8.18;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-M365-01.bev.int;10.2.10.111;;;in operation;Windows Server 2019 Datacenter
RZV-MAT-01.bev.int;;RZ1-ESX-35;CL_PU_MAT;in operation;Windows Server 2019 Datacenter
RZV-MAT-02.bev.int;;RZ2-ESX-35;CL_PU_MAT;in operation;Windows Server 2019 Datacenter
RZV-MAT-03.bev.int;;RZ2-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-MAT-04.bev.int;;RZ2-ESX-50;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-MIS-01.bev.int;10.122.73.60;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-MIS-02.bev.int;10.122.73.61;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-MPNAMT-01;10.1.37.7;rz1-esx-22.bev.int;CL_APOS;in operation;Windows Server 2019
