"Komponente Nr.","Gerätename","Systemname","Service-Name","Service-Typ","Service-Klasse","Komponentenklasse","VMs","CPU","RAM (MB)","Storage (GB)"
"W001-I3-B-N05","W001-I3-B-N05","","","","","Laptop","0","0","0","0"
"K-00002374","W001-I3-B-N12","Lager Präs/3 Präs/5","","","","Laptop","0","0","0","0"
"K-00002372","BN-R90BEM5Z","Sturm Volker","Client (Endpoints)","Client Computing","Workplace","Laptop","0","0","0","0"
"K-00002362","bn-r90bem3e","Feucht Rainer","","","","Laptop","0","0","0","0"
"W001-I3-B-S37","","","","","","FAT Client","0","0","0","0"
"K-00002183","BS-S4CG0721","Frey Gabriele","","","","FAT Client","0","0","0","0"
"K-00002186","W001-V4-B-S14","ausgeschiedene Systeme","","","","FAT Client","0","0","0","0"
"K-00002163","BS-S4CG0722","Lugbauer Paul","","","","FAT Client","0","0","0","0"
"K-00002178","BS-S4CK9830","Wallasch Maximilian","","","","FAT Client","0","0","0","0"
"K-00002189","BS-S4Z03831","Geiger Helene","","","","FAT Client","0","0","0","0"
"K-00002131","W001-V2-B-S17","Hüttl Peter","","","","FAT Client","0","0","0","0"
"K-00002205","BS-S4X28115","Ressl Christine","","","","FAT Client","0","0","0","0"
"W001-V3-B-S57","","","","","","FAT Client","0","0","0","0"
"K-00002206","BS-S4X28114","Ressl Christine","","","","FAT Client","0","0","0","0"
"K-00002207","BS-S4X28112","Duty Christoph","","","","FAT Client","0","0","0","0"
"K-00002208","BS-S4X28118","Freitag Klaus ","","","","FAT Client","0","0","0","0"
"K-00002059","W001-I3-B-S06","Maier Karin","Client (Endpoints)","Client Computing","Workplace","FAT Client","0","0","0","0"
"K-00002065","W001-I3-B-S20","ex Hauer Melanie","","","","FAT Client","0","0","0","0"
"K-00002067","W001-I3-B-S31","Födinger Martin","Client (Endpoints)","Client Computing","Workplace","FAT Client","0","0","0","0"
"K-00002068","BS-S4CS9236","Redl Christoph","Client (Endpoints)","Client Computing","Workplace","FAT Client","0","0","0","0"
"K-00002075","W001-I3-B-S54","Klaus Werner","","","","FAT Client","0","0","0","0"
"test-nb05","","","","","","FAT Client","0","0","0","0"
"K-00002082","W001-I3-M-N05","Solid Works E2","","","","FAT Client","0","0","0","0"
"Lenovo Idea Tablet S6000-H","","Mobile Devices G3","","","","Mobile Devices","0","0","0","0"
"Tablet LENOVO Tab M10 Plus","","Kundenservice BEV","","","","Mobile Devices","0","0","0","0"
"PF2LDJ1H","","Kuso Stefan","","","","Chromebook","0","0","0","0"
"K-00002035","V2-Jukebox12","G2 Ausstattung","","","","FAT Client","0","0","0","0"
"K-00002676","","Lager Präs/3 Präs/5","","","","FAT Client","0","0","0","0"
"K-00002135","W001-V2-B-S23","Neumayr Felix","","","","FAT Client","0","0","0","0"
"K-00002033","V2-Jukebox11","G2 Ausstattung","","","","FAT Client","0","0","0","0"
"K-00002032","V2-JUKEBOX10","G2 Ausstattung","","","","FAT Client","0","0","0","0"
"K-00002213","W001-V4-B-S73","Wallasch Maximilian","","","","FAT Client","0","0","0","0"
"K-00002212","W001-V4-B-S72","Kummer Martina","","","","FAT Client","0","0","0","0"
"K-00002598","W001-V5-B-S34","Knersch Wolfgang","","","","FAT Client","0","0","0","0"
"K-00002263","W003-GE-B-S14","Hosemann Michaela","","","","FAT Client","0","0","0","0"
"K-00002175","W001-V3-B-S80","Hahn Clara","","","","FAT Client","0","0","0","0"
"K-00002176","W001-V3-B-S81","Baumann Daniel","","","","FAT Client","0","0","0","0"
"K-00002222","W003-E1-M-S01","E111 - Elektrische Größen (TP-020)","","","","FAT Client","0","0","0","0"
"K-00002229","W003-E1-M-S27","E111 - Elektrische Größen (TP-022)","","","","FAT Client","0","0","0","0"
"K-00002043","W001-I1-B-S05","Püler Christoph","","","","FAT Client","0","0","0","0"
"K-00002081","W001-I3-B-S80","Oudejans Patrick","","","","FAT Client","0","0","0","0"
"K-00002080","W001-I3-B-S65","Pleyer Konrad","","","","FAT Client","0","0","0","0"
"K-00002009","BS-S4LA1401","Fahrngruber Lukas","","","","FAT Client","0","0","0","0"
"K-00002091","W001-R3-B-S03","Stroebl Martina","","","","FAT Client","0","0","0","0"
"K-00002062","W001-I3-B-S15","Baumann Karl","","","","FAT Client","0","0","0","0"
"K-00002106","W001-V1-B-S31","Öhlknecht Yannic","","","","FAT Client","0","0","0","0"
"K-00002238","W003-E2-B-S78","Fleischer Markus","","","","FAT Client","0","0","0","0"
"K-00002064","W001-I3-B-S19","Dollinger Romana","","","","FAT Client","0","0","0","0"
